receipt_id,user_id,purchase_date,date_scanned,create_date,finished_date,modify_date,rewards_receipt_status,bonus_points_earned,points_awarded_date,points_earned,purchased_item_count,total_spent,bonus_points_earned_reason
5fff561b0a720f05f300002e,5fff561abd4dff11dda8fa2b,2021-01-13 20:20:43+00:00,2021-01-13 20:20:43+00:00,2021-01-13 20:20:43+00:00,2021-01-13 20:20:45+00:00,2021-01-13 20:20:45+00:00,FINISHED,750,2021-01-13 20:20:45+00:00,1750,1,10.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5fff26fd0a720f05f300001d,5fff2698b3348b03eb45bb10,2021-01-12 16:59:41+00:00,2021-01-13 16:59:41+00:00,2021-01-13 16:59:41+00:00,,2021-01-13 16:59:41+00:00,FLAGGED,5,2021-01-13 16:59:41+00:00,2005,1,1.0,All-receipts receipt bonus
5fff26fb0a7214ad4c000019,5fff2698b3348b03eb45bb10,2021-01-12 16:59:39+00:00,2021-01-13 16:59:39+00:00,2021-01-13 16:59:39+00:00,2021-01-13 16:59:41+00:00,2021-01-13 16:59:45+00:00,FINISHED,25,2021-01-13 16:59:41+00:00,35,1,1.0,COMPLETE_NONPARTNER_RECEIPT
5fff564a0a7214ad4c000030,5fff55dabd4dff11dda8f5f1,2021-01-12 20:21:30+00:00,2021-01-13 20:21:30+00:00,2021-01-13 20:21:30+00:00,2021-01-13 20:21:30+00:00,2021-01-13 20:21:30+00:00,FINISHED,45,2021-01-13 20:21:30+00:00,50,1,1.0,COMPLETE_PARTNER_RECEIPT
5fff4c8e0a720f05f3000025,5fff4beedf9ace121f0c17ea,2021-01-12 19:39:58+00:00,2021-01-13 19:39:58+00:00,2021-01-13 19:39:58+00:00,2021-01-13 19:39:58+00:00,2021-01-13 19:39:58+00:00,FINISHED,45,2021-01-13 19:39:58+00:00,50,1,1.0,COMPLETE_PARTNER_RECEIPT
5fff4c810a720f05f3000023,5fff4beedf9ace121f0c17ea,2021-01-12 19:39:45+00:00,2021-01-13 19:39:45+00:00,2021-01-13 19:39:45+00:00,2021-01-13 19:39:46+00:00,2021-01-13 19:39:46+00:00,FINISHED,250,2021-01-13 19:39:46+00:00,250,1,10.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5fff4c8a0a7214ad4c000025,5fff4beedf9ace121f0c17ea,2021-01-10 06:00:00+00:00,2021-01-13 19:39:54+00:00,2021-01-13 19:39:54+00:00,2021-01-13 19:39:55+00:00,2021-01-13 19:39:55+00:00,FINISHED,5,2021-01-13 19:39:55+00:00,5,5,49.95,All-receipts receipt bonus
5fff4c8c0a7214ad4c000026,5fff4beedf9ace121f0c17ea,2021-01-02 06:00:00+00:00,2021-01-13 19:39:56+00:00,2021-01-13 19:39:56+00:00,2021-01-13 19:39:57+00:00,2021-01-13 19:39:57+00:00,FINISHED,5,2021-01-13 19:39:57+00:00,5,5,49.95,All-receipts receipt bonus
5fff564d0a720f05f3000038,5fff55dabd4dff11dda8f5f1,2021-01-10 06:00:00+00:00,2021-01-13 20:21:33+00:00,2021-01-13 20:21:33+00:00,2021-01-13 20:21:33+00:00,2021-01-13 20:21:33+00:00,FINISHED,0,2021-01-13 20:21:33+00:00,250,5,49.95,
5fff26cb0a7214ad4c00000e,5fff2698b3348b03eb45bb10,2021-01-12 16:58:51+00:00,2021-01-13 16:58:51+00:00,2021-01-13 16:58:51+00:00,2021-01-13 16:58:53+00:00,2021-01-13 16:58:53+00:00,FINISHED,150,2021-01-13 16:58:53+00:00,295,2,2.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5fff4ca90a720f05f300002a,5fff4beedf9ace121f0c17ea,2021-01-13 19:40:25+00:00,2021-01-13 19:40:25+00:00,2021-01-13 19:40:25+00:00,2021-01-13 19:40:26+00:00,2021-01-13 19:40:26+00:00,FINISHED,45,2021-01-13 19:40:26+00:00,100,1,0.99,COMPLETE_PARTNER_RECEIPT
5fff0f8c0a7214ad28006e32,5fff0f4fb3348b03eb45abb0,2021-01-12 15:19:40+00:00,2021-01-13 15:19:40+00:00,2021-01-13 15:19:40+00:00,2021-01-13 15:19:40+00:00,2021-01-13 15:19:40+00:00,FINISHED,5,2021-01-13 15:19:40+00:00,305,1,1.0,All-receipts receipt bonus
5fff26990a720f05f300000b,5fff2698b3348b03eb45bb10,2021-01-12 00:00:00+00:00,2021-01-13 16:58:01+00:00,2021-01-13 16:58:01+00:00,2021-01-13 17:13:04+00:00,2021-01-13 17:13:04+00:00,FINISHED,750,2021-01-13 16:58:04+00:00,750,5,50.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5fff26c40a720f05f3000014,5fff26bfb3348b03eb45bb32,2021-01-13 00:00:00+00:00,2021-01-13 16:58:44+00:00,2021-01-13 16:58:44+00:00,2021-01-13 16:58:45+00:00,2021-01-13 16:58:49+00:00,FINISHED,5,2021-01-13 16:58:45+00:00,5,3,22.0,All-receipts receipt bonus
5fff26d70a7214ad4c00000f,5fff2698b3348b03eb45bb10,2021-01-12 16:59:03+00:00,2021-01-13 16:59:03+00:00,2021-01-13 16:59:03+00:00,2021-01-13 16:59:09+00:00,2021-01-13 16:59:09+00:00,FINISHED,5,2021-01-13 16:59:03+00:00,5,2,1.0,All-receipts receipt bonus
5fff26c60a7214ad4c00000c,5fff26bfb3348b03eb45bb32,2021-01-13 00:00:00+00:00,2021-01-13 16:58:46+00:00,2021-01-13 16:58:46+00:00,2021-01-13 16:58:46+00:00,2021-01-13 16:58:51+00:00,FINISHED,5,2021-01-13 16:58:46+00:00,5,1,22.0,All-receipts receipt bonus
5fff0f990a7214ad28006e36,54943462e4b07e684157a532,2021-01-12 15:19:53+00:00,2021-01-13 15:19:53+00:00,2021-01-13 15:19:53+00:00,2021-01-13 15:19:55+00:00,2021-01-13 15:19:55+00:00,FINISHED,45,2021-01-13 15:19:55+00:00,50,1,1.0,COMPLETE_PARTNER_RECEIPT
5fff566e0a720f05f300003f,5fff55dabd4dff11dda8f5f1,2021-01-08 06:00:00+00:00,2021-01-13 20:22:06+00:00,2021-01-13 20:22:06+00:00,2021-01-13 20:22:06+00:00,2021-01-13 20:22:06+00:00,FINISHED,5,2021-01-13 20:22:06+00:00,5,5,49.95,All-receipts receipt bonus
5fff26f10a7214ad4c000018,5fff2698b3348b03eb45bb10,2021-02-13 16:59:29+00:00,2021-01-13 16:59:29+00:00,2021-01-13 16:59:29+00:00,,2021-01-13 16:59:29+00:00,FLAGGED,0,,8700,10,290.0,
5fff4c710a7214ad4c00001d,54943462e4b07e684157a532,2020-12-31 19:39:29+00:00,2021-01-13 19:39:29+00:00,2021-01-13 19:39:29+00:00,2021-01-13 19:39:31+00:00,2021-01-13 19:39:31+00:00,FINISHED,5,2021-01-13 19:39:31+00:00,5,1,1.0,All-receipts receipt bonus
5fff562e0a720f05f300002f,54943462e4b07e684157a532,2020-12-31 20:21:02+00:00,2021-01-13 20:21:02+00:00,2021-01-13 20:21:02+00:00,2021-01-13 20:21:03+00:00,2021-01-13 20:21:03+00:00,FINISHED,5,2021-01-13 20:21:03+00:00,5,1,1.0,All-receipts receipt bonus
5fff4c960a720f05f3000027,5fff4beedf9ace121f0c17ea,2021-01-12 19:40:06+00:00,2021-01-13 19:40:06+00:00,2021-01-13 19:40:06+00:00,2021-01-13 19:40:07+00:00,2021-01-13 19:40:07+00:00,FINISHED,0,2021-01-13 19:40:07+00:00,91,4,18.2,
5fff4c7d0a720f05f3000022,5fff4c7d61ffa811fdb0856f,2021-01-12 19:39:41+00:00,2021-01-13 19:39:41+00:00,2021-01-13 19:39:41+00:00,2021-01-13 19:39:42+00:00,2021-01-13 19:39:42+00:00,FINISHED,750,2021-01-13 19:39:42+00:00,750,1,1.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6000b8770a720f05f3000069,54943462e4b07e684157a532,2021-01-01 21:32:39+00:00,2021-01-14 21:32:39+00:00,2021-01-14 21:32:39+00:00,2021-01-14 21:32:41+00:00,2021-01-14 21:32:41+00:00,FINISHED,5,2021-01-14 21:32:41+00:00,5,1,1.0,All-receipts receipt bonus
6000d4b10a720f05f3000076,6000d4abe2571211db395b5c,2021-01-14 00:00:00+00:00,2021-01-14 23:33:05+00:00,2021-01-14 23:33:05+00:00,2021-01-14 23:33:05+00:00,2021-01-14 23:33:10+00:00,FINISHED,5,2021-01-14 23:33:05+00:00,5,3,21.0,All-receipts receipt bonus
6000b8840a720f05f300006c,6000b884fb296c121a81ad3b,2021-01-13 21:32:52+00:00,2021-01-14 21:32:52+00:00,2021-01-14 21:32:52+00:00,2021-01-14 21:32:52+00:00,2021-01-14 21:32:52+00:00,FINISHED,750,2021-01-14 21:32:52+00:00,750,1,1.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6000b8280a720f05f3000061,6000b7aefb296c121a8198b1,2021-01-11 06:00:00+00:00,2021-01-14 21:31:20+00:00,2021-01-14 21:31:20+00:00,2021-01-14 21:31:21+00:00,2021-01-14 21:31:21+00:00,FINISHED,5,2021-01-14 21:31:21+00:00,5,5,49.95,All-receipts receipt bonus
6000b8810a7214ad4c00005e,54943462e4b07e684157a532,2021-01-13 21:32:49+00:00,2021-01-14 21:32:49+00:00,2021-01-14 21:32:49+00:00,2021-01-14 21:32:50+00:00,2021-01-14 21:32:50+00:00,FINISHED,45,2021-01-14 21:32:50+00:00,50,1,1.0,COMPLETE_PARTNER_RECEIPT
6000d48d0a7214ad4c000063,6000d46cfb296c121a81b20c,2021-01-13 00:00:00+00:00,2021-01-14 23:32:29+00:00,2021-01-14 23:32:29+00:00,2021-01-14 23:47:31+00:00,2021-01-14 23:47:31+00:00,FINISHED,500,2021-01-14 23:32:31+00:00,500,5,50.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6000d4b00a7214ad4c00006c,6000d4abe2571211db395b5c,2021-01-14 00:00:00+00:00,2021-01-14 23:33:04+00:00,2021-01-14 23:33:04+00:00,2021-01-14 23:33:04+00:00,2021-01-14 23:33:09+00:00,FINISHED,5,2021-01-14 23:33:04+00:00,5,1,20.0,All-receipts receipt bonus
6000d4d30a720f05f3000081,6000d46cfb296c121a81b20c,2017-10-30 00:00:00+00:00,2021-01-14 23:33:39+00:00,2021-01-14 23:33:39+00:00,,2021-01-14 23:33:39+00:00,REJECTED,0,,0,3,3.0,
6000b87d0a7214ad4c00005d,54943462e4b07e684157a532,2021-01-13 21:32:45+00:00,2021-01-14 21:32:45+00:00,2021-01-14 21:32:45+00:00,2021-01-14 21:32:46+00:00,2021-01-14 21:32:46+00:00,FINISHED,5,2021-01-14 21:32:46+00:00,5,1,1.0,All-receipts receipt bonus
6000b2be0a7214ad4c00004d,5e27526d0bdb6a138c32b556,2021-01-14 00:00:00+00:00,2021-01-14 21:08:14+00:00,2021-01-14 21:08:14+00:00,2021-01-14 21:08:22+00:00,2021-01-14 21:36:44+00:00,FINISHED,150,2021-01-14 21:08:22+00:00,682,21,84.78,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6000c8460a720f05f300006f,5e27526d0bdb6a138c32b556,2021-01-14 00:00:00+00:00,2021-01-14 22:40:06+00:00,2021-01-14 22:40:06+00:00,2021-01-14 22:40:15+00:00,2021-01-14 22:40:17+00:00,FINISHED,0,2021-01-14 22:40:15+00:00,837,21,101.75,
6000d4ae0a720f05f3000075,6000d4abe2571211db395b5c,2021-01-14 00:00:00+00:00,2021-01-14 23:33:02+00:00,2021-01-14 23:33:02+00:00,2021-01-14 23:33:03+00:00,2021-01-14 23:33:08+00:00,FINISHED,100,2021-01-14 23:33:03+00:00,100,4,20.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6000d4aa0a720f05f3000072,6000d4aafb296c121a81b27e,,2021-01-14 23:32:58+00:00,2021-01-14 23:32:58+00:00,,2021-01-14 23:32:58+00:00,FLAGGED,0,,0,0,0.0,
6000b9b70a720f05f300006d,5e27526d0bdb6a138c32b556,2021-01-14 00:00:00+00:00,2021-01-14 21:37:59+00:00,2021-01-14 21:37:59+00:00,2021-01-14 21:38:06+00:00,2021-01-14 21:38:09+00:00,FINISHED,0,2021-01-14 21:38:06+00:00,237,21,90.36,
600056de0a720f05f3000049,600056a3f7e5b011fce897b0,2021-01-13 14:36:14+00:00,2021-01-14 14:36:14+00:00,2021-01-14 14:36:14+00:00,2021-01-14 14:36:15+00:00,2021-01-14 14:36:15+00:00,FINISHED,25,2021-01-14 14:36:15+00:00,160,2,2.0,COMPLETE_NONPARTNER_RECEIPT
6000b82f0a720f05f3000063,6000b7aefb296c121a8198b1,2021-01-09 06:00:00+00:00,2021-01-14 21:31:27+00:00,2021-01-14 21:31:27+00:00,2021-01-14 21:31:27+00:00,2021-01-14 21:31:27+00:00,FINISHED,0,2021-01-14 21:31:27+00:00,250,5,49.95,
6000accd0a7214ad4c00004b,5a43c08fe4b014fd6b6a0612,,2021-01-14 20:42:51.381000+00:00,2021-01-14 20:42:51.381000+00:00,,2021-01-14 20:42:51.381000+00:00,SUBMITTED,0,,0,0,0.0,
6000d4810a720f05f3000070,6000d46cfb296c121a81b20c,2021-01-13 23:32:17+00:00,2021-01-14 23:32:17+00:00,2021-01-14 23:32:17+00:00,2021-01-14 23:32:20+00:00,2021-01-14 23:32:25+00:00,FINISHED,750,2021-01-14 23:32:18+00:00,750,2,11.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
600057040a7214ad4c000041,60005704bd4dff11dda90a9d,2021-01-14 00:00:00+00:00,2021-01-14 14:36:52+00:00,2021-01-14 14:36:52+00:00,2021-01-14 14:36:53+00:00,2021-01-14 14:36:57+00:00,FINISHED,750,2021-01-14 14:36:53+00:00,750,6,25.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6000d4b50a720f05f3000078,6000d4b5fb296c121a81b2bd,2021-01-14 00:00:00+00:00,2021-01-14 23:33:09+00:00,2021-01-14 23:33:09+00:00,,2021-01-14 23:33:14+00:00,REJECTED,5,,5,1,10.0,All-receipts receipt bonus
6000d4ba0a720f05f300007a,6000d4bae2571211db395b9f,2021-01-13 23:33:14+00:00,2021-01-14 23:33:14+00:00,2021-01-14 23:33:14+00:00,,2021-01-14 23:33:15+00:00,FLAGGED,750,2021-01-14 23:33:15+00:00,750,1,1.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6000c74b0a7214ad4c000060,5a43c08fe4b014fd6b6a0612,,2021-01-14 22:35:53.596000+00:00,2021-01-14 22:35:53.595000+00:00,,2021-01-14 22:35:53.596000+00:00,SUBMITTED,0,,0,0,0.0,
600056d60a720f05f3000047,600056d6bd4dff11dda90a3f,2021-01-13 14:36:06+00:00,2021-01-14 14:36:06+00:00,2021-01-14 14:36:06+00:00,,2021-01-14 14:36:08+00:00,FLAGGED,750,2021-01-14 14:36:08+00:00,810,5,13.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6000d4900a7214ad4c000064,6000d46cfb296c121a81b20c,2021-01-07 00:00:00+00:00,2021-01-14 23:32:32+00:00,2021-01-14 23:32:32+00:00,2021-01-14 23:32:33+00:00,2021-01-14 23:32:33+00:00,FINISHED,250,2021-01-14 23:32:33+00:00,350,1,10.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6000d4bc0a7214ad4c000070,6000d46cfb296c121a81b20c,2021-02-14 23:33:17+00:00,2021-01-14 23:33:16+00:00,2021-01-14 23:33:16+00:00,,2021-01-14 23:33:17+00:00,FLAGGED,0,,8700,10,290.0,
600082b40a720f05f3000058,5e56d38507a0df22a15dfc85,2021-01-14 00:00:00+00:00,2021-01-14 17:43:16+00:00,2021-01-14 17:43:16+00:00,,2021-01-14 17:46:31+00:00,REJECTED,0,,0,4,4.0,
6000d4ac0a7214ad4c000069,6000d4abe2571211db395b5c,2021-01-14 00:00:00+00:00,2021-01-14 23:33:00+00:00,2021-01-14 23:33:00+00:00,2021-01-14 23:33:01+00:00,2021-01-14 23:33:05+00:00,FINISHED,250,2021-01-14 23:33:01+00:00,250,3,23.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
600056da0a720f05f3000048,600056a3f7e5b011fce897b0,2021-01-13 14:36:10+00:00,2021-01-14 14:36:10+00:00,2021-01-14 14:36:10+00:00,2021-01-14 14:36:11+00:00,2021-01-14 14:36:16+00:00,FINISHED,5,2021-01-14 14:36:10+00:00,5,2,11.0,All-receipts receipt bonus
6000b8590a7214ad4c000057,6000b7aefb296c121a8198b1,2021-01-13 21:32:09+00:00,2021-01-14 21:32:09+00:00,2021-01-14 21:32:09+00:00,2021-01-14 21:32:10+00:00,2021-01-14 21:32:10+00:00,FINISHED,5,2021-01-14 21:32:10+00:00,5,4,18.2,All-receipts receipt bonus
600056ea0a720f05f300004b,600056a3f7e5b011fce897b0,2021-01-13 14:36:26+00:00,2021-01-14 14:36:26+00:00,2021-01-14 14:36:26+00:00,,2021-01-14 14:36:26+00:00,FLAGGED,25,,25,1,1.0,COMPLETE_NONPARTNER_RECEIPT
600205f60a7214ad4c00007b,6000b75bbe5fc96dfee1d4d3,,2021-01-15 21:15:32.787000+00:00,2021-01-15 21:15:32.787000+00:00,,2021-01-15 21:15:32.787000+00:00,SUBMITTED,0,,0,0,0.0,
600206000a720f05f3000087,6000b75bbe5fc96dfee1d4d3,2021-01-09 00:00:00+00:00,2021-01-15 21:15:44+00:00,2021-01-15 21:15:44+00:00,2021-01-15 21:17:17+00:00,2021-01-15 21:17:27+00:00,FINISHED,750,2021-01-15 21:17:17+00:00,855,86,271.63,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6001bb110a720f05f3000085,6000b75bbe5fc96dfee1d4d3,,2021-01-15 15:56:01.788000+00:00,2021-01-15 15:56:01.788000+00:00,,2021-01-15 15:56:01.788000+00:00,SUBMITTED,0,,0,0,0.0,
600208270a720f05f3000088,6000b75bbe5fc96dfee1d4d3,2021-01-09 00:00:00+00:00,2021-01-15 21:24:55+00:00,2021-01-15 21:24:55+00:00,2021-01-15 21:26:19+00:00,2021-01-15 21:26:29+00:00,FINISHED,500,2021-01-15 21:26:19+00:00,605,103,427.81,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6001e3a80a7214ad4c000078,5a43c08fe4b014fd6b6a0612,,2021-01-15 18:49:10.344000+00:00,2021-01-15 18:49:10.344000+00:00,,2021-01-15 18:49:10.344000+00:00,SUBMITTED,0,,0,0,0.0,
600373700a720f05f3000091,60037329e257124ec6b99eeb,2021-01-16 00:00:00+00:00,2021-01-16 23:14:56+00:00,2021-01-16 23:14:56+00:00,2021-01-16 23:29:50+00:00,2021-01-16 23:31:40+00:00,FINISHED,750,2021-01-16 23:29:50+00:00,2416,211,803.48,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
60023e8f0a720f05f300008b,60023de5fb296c121a81b955,2021-01-05 00:00:00+00:00,2021-01-16 01:17:03+00:00,2021-01-16 01:17:03+00:00,2021-01-16 01:24:04+00:00,2021-01-16 01:24:50+00:00,FINISHED,750,2021-01-16 01:24:04+00:00,1806,202,776.79,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
600247cd0a7214ad4c00007e,6002475cfb296c121a81b98d,,2021-01-16 01:56:29.008000+00:00,2021-01-16 01:56:29.008000+00:00,,2021-01-16 01:56:29.008000+00:00,SUBMITTED,0,,0,0,0.0,
60025eb70a720f05f300008e,60025c65fb296c4ef805d9e6,,2021-01-16 03:34:15.941000+00:00,2021-01-16 03:34:15.941000+00:00,,2021-01-16 03:34:15.941000+00:00,SUBMITTED,0,,0,0,0.0,
60020d2a0a720f05f300008a,6000b75bbe5fc96dfee1d4d3,2021-01-09 00:00:00+00:00,2021-01-15 21:46:18+00:00,2021-01-15 21:46:18+00:00,2021-01-15 21:49:45+00:00,2021-01-16 01:13:21+00:00,FINISHED,300,2021-01-15 21:49:45+00:00,405,93,373.55,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6002590c0a7214ad4c000082,600258dafb296c4ef805d9b7,2021-01-14 00:00:00+00:00,2021-01-16 03:10:04+00:00,2021-01-16 03:10:04+00:00,2021-01-16 03:18:55+00:00,2021-01-16 03:19:12+00:00,FINISHED,750,2021-01-16 03:18:55+00:00,1516,208,746.94,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
600254550a720f05f300008c,6002541ae257124ec6b99a3a,,2021-01-16 02:49:57.711000+00:00,2021-01-16 02:49:57.711000+00:00,,2021-01-16 02:49:57.711000+00:00,SUBMITTED,0,,0,0,0.0,
60024fa00a7214ad4c00007f,60024f24e257124ec6b99a13,,2021-01-16 02:29:52.583000+00:00,2021-01-16 02:29:52.583000+00:00,,2021-01-16 02:29:52.583000+00:00,SUBMITTED,0,,0,0,0.0,
60025f550a7214ad4c000084,60025c65fb296c4ef805d9e6,,2021-01-16 03:36:53.488000+00:00,2021-01-16 03:36:53.488000+00:00,,2021-01-16 03:36:53.488000+00:00,SUBMITTED,0,,0,0,0.0,
60025cb80a720f05f300008d,60025c65fb296c4ef805d9e6,2021-01-15 00:00:00+00:00,2021-01-16 03:25:44+00:00,2021-01-16 03:25:44+00:00,2021-01-16 03:31:55+00:00,2021-01-16 03:32:05+00:00,FINISHED,750,2021-01-16 03:31:55+00:00,1658,335,1177.84,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
600370250a720f05f3000090,60037005e257124ec6b99ec2,2021-01-16 00:00:00+00:00,2021-01-16 23:00:53+00:00,2021-01-16 23:00:53+00:00,2021-01-16 23:09:03+00:00,2021-01-16 23:09:29+00:00,FINISHED,750,2021-01-16 23:09:03+00:00,2685,240,850.49,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6002584e0a7214ad4c000081,6002541ae257124ec6b99a3a,2021-01-15 00:00:00+00:00,2021-01-16 03:06:54+00:00,2021-01-16 03:06:54+00:00,2021-01-16 03:07:00+00:00,2021-01-16 03:07:05+00:00,FINISHED,750,2021-01-16 03:07:00+00:00,879,6,30.65,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
60020af60a720f05f3000089,6000b75bbe5fc96dfee1d4d3,2021-01-15 00:00:00+00:00,2021-01-15 21:36:54+00:00,2021-01-15 21:36:54+00:00,2021-01-15 21:43:05+00:00,2021-01-16 01:13:21+00:00,FINISHED,250,2021-01-15 21:43:05+00:00,250,1,3.99,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
600260210a720f05f300008f,60025fe0e257124ec6b99a87,2021-01-15 00:00:00+00:00,2021-01-16 03:40:17+00:00,2021-01-16 03:40:17+00:00,2021-01-16 03:47:26+00:00,2021-01-16 03:47:31+00:00,FINISHED,750,2021-01-16 03:47:26+00:00,3659,309,1043.18,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
600498e60a720f05f3000093,600498c4e257124ec6b9a331,,2021-01-17 20:07:02.166000+00:00,2021-01-17 20:07:02.166000+00:00,,2021-01-17 20:07:02.166000+00:00,SUBMITTED,0,,0,0,0.0,
60037b500a7214ad4c000086,60037a94fb296c4ef805ddbe,2021-01-16 00:00:00+00:00,2021-01-16 23:48:32+00:00,2021-01-16 23:48:32+00:00,2021-01-17 00:03:15+00:00,2021-01-17 00:04:22+00:00,FINISHED,750,2021-01-17 00:03:15+00:00,934,39,118.05,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6004a5f20a7214ad4c000088,6004a5d3fb296c4ef805e256,2021-01-09 00:00:00+00:00,2021-01-17 21:02:42+00:00,2021-01-17 21:02:42+00:00,2021-01-17 21:09:44+00:00,2021-01-17 21:14:15+00:00,FINISHED,750,2021-01-17 21:09:44+00:00,877,164,574.16,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
600496350a7214ad4c000087,600495c3fb296c4ef805e1fc,,2021-01-17 19:55:33.568000+00:00,2021-01-17 19:55:33.568000+00:00,,2021-01-17 19:55:33.568000+00:00,SUBMITTED,0,,0,0,0.0,
60048e120a720f05f3000092,5fa32b4d898c7a11a6bcebce,,2021-01-17 19:20:50.431000+00:00,2021-01-17 19:20:50.431000+00:00,,2021-01-17 19:20:50.431000+00:00,SUBMITTED,0,,0,0,0.0,
60049d9d0a720f05f3000094,60049cdce257124ec6b9a353,2021-01-01 00:00:00+00:00,2021-01-17 20:27:09+00:00,2021-01-17 20:27:09+00:00,2021-01-17 20:40:36+00:00,2021-01-17 20:41:17+00:00,FINISHED,750,2021-01-17 20:40:36+00:00,922,212,743.79,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6005ee0e0a7214ad4c000089,5fb0a078be5fc9775c1f3945,2021-01-17 00:00:00+00:00,2021-01-18 20:22:36+00:00,2021-01-18 20:22:36+00:00,,2021-01-18 20:23:09+00:00,FLAGGED,750,,800,2,10.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6005b60f0a720f05f3000096,5a43c08fe4b014fd6b6a0612,,2021-01-18 16:23:41.857000+00:00,2021-01-18 16:23:41.857000+00:00,,2021-01-18 16:23:41.857000+00:00,SUBMITTED,0,,0,0,0.0,
6004a99e0a720f05f3000095,6004a965e257124ec6b9a39f,2021-01-09 00:00:00+00:00,2021-01-17 21:18:21+00:00,2021-01-17 21:18:21+00:00,2021-01-17 21:26:38+00:00,2021-01-18 15:01:00+00:00,FINISHED,750,2021-01-17 21:26:38+00:00,1541,167,574.65,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
6005f5450a720f05f3000097,5a43c08fe4b014fd6b6a0612,,2021-01-18 20:53:23.747000+00:00,2021-01-18 20:53:23.747000+00:00,,2021-01-18 20:53:23.747000+00:00,SUBMITTED,0,,0,0,0.0,
6001f2470a7214ad4c00007a,5fb0a078be5fc9775c1f3945,2021-01-13 00:00:00+00:00,2021-01-15 19:51:35+00:00,2021-01-15 19:51:35+00:00,2021-01-18 20:26:54+00:00,2021-01-18 20:27:06+00:00,FINISHED,750,2021-01-18 20:26:54+00:00,750,1,1.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
60074bbf0a720f05fa000039,60074b49325c8a1794623876,2021-01-18 21:14:39+00:00,2021-01-19 21:14:39+00:00,2021-01-19 21:14:39+00:00,2021-01-19 21:14:40+00:00,2021-01-19 21:14:40+00:00,FINISHED,5,2021-01-19 21:14:40+00:00,5,1,10.0,All-receipts receipt bonus
600741fe0a7214ad89000001,600741d06e6469120a787853,2021-01-14 06:00:00+00:00,2021-01-19 20:33:02+00:00,2021-01-19 20:33:02+00:00,2021-01-19 20:33:06+00:00,2021-01-19 20:33:06+00:00,FINISHED,750,2021-01-19 20:33:06+00:00,1000,5,49.95,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
